OF_ratio,temperature_K,pressure_Pa,P,CV,CP,T,M_avg,rho 
0.1,273.3,4117501.0,4117501.000000122,2227.2580776918303,2398.446705781123,602.5366308596193,48.56901250365981,39.91860418340791
0.1,273.3,4120001.0,4120001.0000001374,2227.261324644628,2398.449663828297,602.5379104929006,48.5690944710469,39.94282391966542
0.1,273.3,4122501.0,4122501.0000001197,2227.264569156522,2398.4526196606225,602.5391891526773,48.56917637457459,39.9670436468816
0.1,273.3,4125001.0,4125001.0000000666,2227.267811230793,2398.455573281068,602.5404668402692,48.56925821433089,39.99126336506315
0.1,273.3,4127501.0,4127501.000000211,2227.271050870792,2398.4585246926695,602.5417435570089,48.56933999040442,40.01548307421867
0.1,273.3,4130001.0,4130001.00000016,2227.274288079792,2398.46147389839,602.5430193042149,48.569421702882714,40.03970277435068
0.1,273.3,4132501.0,4132501.0000001043,2227.2775228611026,2398.464420901225,602.5442940832058,48.56950335185415,40.06392246546802
0.1,273.3,4135001.0,4135001.000000123,2227.2807552180066,2398.467365704146,602.545567895293,48.569584937406304,40.08814214757823
0.1,273.3,4137501.0,4137501.0000001094,2227.283985153797,2398.470308310136,602.5468407417991,48.569666459626596,40.11236182068613
0.1,273.3,4140001.0,4140001.0000000815,2227.287212671764,2398.473248722175,602.5481126240377,48.56974791860236,40.136581484798256
0.1,273.3,4142501.0,4142501.0000001383,2227.2904377751534,2398.4761869431977,602.5493835433027,48.56982931442124,40.16080113992346
0.1,273.3,4145001.0,4145001.000000137,2227.293660467246,2398.479122976177,602.5506535009131,48.56991064716988,40.185020786065685
0.1,273.3,4147501.0,4147501.0000001597,2227.296880751302,2398.4820568240652,602.5519224981707,48.56999191693512,40.20924042323236
0.1,273.3,4150001.0,4150001.000000149,2227.3000986305788,2398.4849884898117,602.5531905363779,48.5700731238038,40.233460051429475
0.1,273.3,4152501.0,4152501.000000158,2227.303314108312,2398.4879179763443,602.5544576168297,48.57015426786229,40.25767967066414
0.1,273.3,4155001.0,4155001.0000001127,2227.306527187746,2398.490845286602,602.5557237408264,48.57023534919697,40.28189928094189
0.1,273.3,4157501.0,4157501.0000000764,2227.3097378721177,2398.4937704235153,602.5569889096593,48.57031636789402,40.30611888226996
0.1,273.3,4160001.0,4160001.0000001364,2227.3129461646554,2398.4966933900055,602.5582531246177,48.570397324039725,40.330338474656
0.1,273.3,4162501.0,4162501.000000122,2227.3161520685667,2398.4996141889774,602.5595163869907,48.57047821771956,40.3545580581045
0.1,273.3,4165001.0,4165001.0000001495,2227.3193555870885,2398.5025328233633,602.5607786980688,48.57055904901933,40.378777632622835
0.1,273.3,4167501.0,4167501.0000001024,2227.3225567234254,2398.505449296065,602.5620400591379,48.57063981802448,40.40299719821612
0.1,273.3,4170001.0,4170001.000000079,2227.325755480769,2398.508363609969,602.5633004714706,48.570720524820445,40.42721675489238
0.1,273.3,4172501.0,4172501.0000001458,2227.3289518623264,2398.5112757679817,602.5645599363502,48.57080116949243,40.4514363026584
0.1,273.3,4175001.0,4175001.0000000987,2227.332145871289,2398.5141857729927,602.5658184550568,48.570881752125224,40.4756558415182
0.1,273.3,4177501.0,4177501.000000129,2227.335337510831,2398.517093627874,602.5670760288551,48.57096227280395,40.49987537148085
0.1,273.3,4180001.0,4180001.0000001155,2227.338526784144,2398.519999335518,602.5683326590256,48.5710427316131,40.52409489255082
0.1,273.3,4182501.0,4182501.0000001234,2227.3417136943817,2398.5229028987774,602.5695883468298,48.57112312863709,40.54831440473554
0.1,273.3,4185001.0,4185001.00000009,2227.3448982447267,2398.525804320536,602.5708430935398,48.57120346396048,40.57253390804059
0.1,273.3,4187501.0,4187501.000000102,2227.3480804383394,2398.5287036036543,602.5720969004171,48.57128373766748,40.59675340247336
0.1,273.3,4190001.0,4190001.0000002193,2227.35126027838,2398.5316007509946,602.5733497687273,48.57136394984202,40.620972888040455
0.1,273.3,4192501.0,4192501.0000001397,2227.354437767971,2398.534495765383,602.5746016997235,48.57144410056775,40.645192364745526
0.1,273.3,4195001.0,4195001.000000107,2227.3576129102603,2398.537388649669,602.5758526946629,48.57152418992854,40.66941183259741
0.1,273.3,4197501.0,4197501.000000069,2227.3607857083935,2398.540279406702,602.5771027548009,48.571604218007955,40.69363129160188
0.1,273.3,4200001.0,4200001.000000165,2227.36395616552,2398.5431680393353,602.5783518813971,48.571684184889484,40.717850741766206
0.1,273.3,4202501.0,4202501.000000085,2227.3671242847263,2398.546054550361,602.5796000756915,48.571764090655904,40.742070183093986
0.1,273.3,4205001.0,4205001.0000000885,2227.3702900691546,2398.5489389426248,602.580847338934,48.57184393539076,40.76628961559429
0.1,273.3,4207501.0,4207501.000000165,2227.3734535219146,2398.551821218943,602.5820936723736,48.57192371917667,40.79050903927278
0.1,273.3,4210001.0,4210001.000000142,2227.376614646097,2398.5547013821133,602.5833390772464,48.57200344209622,40.814728454134396
0.1,273.3,4212501.0,4212501.000000147,2227.37977344481,2398.5575794349497,602.5845835547915,48.572083104232306,40.83894786018702
0.1,273.3,4215001.0,4215001.000000167,2227.382929921155,2398.5604553802627,602.5858271062544,48.572162705667026,40.86316725743599
0.1,273.3,4217501.0,4217501.000000072,2227.3860840782195,2398.5633292208463,602.5870697328668,48.57224224648272,40.88738664588665
0.1,273.3,4220001.0,4220001.000000156,2227.3892359190813,2398.5662009594876,602.5883114358613,48.572321726761636,40.91160602554825
0.1,273.3,4222501.0,4222501.000000117,2227.392385446801,2398.5690705989564,602.5895522164612,48.572401146585484,40.93582539642444
0.1,273.3,4225001.0,4225001.000000129,2227.3955326644814,2398.571938142064,602.5907920759088,48.57248050603625,40.96004475852238
0.1,273.3,4227501.0,4227501.00000013,2227.3986775751696,2398.57480359157,602.5920310154208,48.57255980519526,40.984264111848056
0.1,273.3,4230001.0,4230001.000000139,2227.4018201819144,2398.5776669502325,602.5932690362205,48.57263904414416,41.00848345640808
0.1,273.3,4232501.0,4232501.000000091,2227.404960487784,2398.5805282208316,602.5945061395314,48.57271822296418,41.032702792207836
0.1,273.3,4235001.0,4235001.000000086,2227.4080984958177,2398.583387406118,602.5957423265704,48.572797341736546,41.05692211925469
0.1,273.3,4237501.0,4237501.000000215,2227.4112342090816,2398.5862445088715,602.5969775985617,48.572876400542285,41.08114143755526
0.1,273.3,4240001.0,4240001.000000093,2227.4143676305684,2398.589099531798,602.5982119567109,48.57295539946175,41.10536074711219
0.1,273.3,4242501.0,4242501.000000093,2227.4174987633305,2398.5919524776614,602.5994454022278,48.573034338576235,41.12958004793594
0.1,273.3,4245001.0,4245001.000000191,2227.4206276104146,2398.5948033492245,602.6006779363347,48.573113217966124,41.1537993400315
0.1,273.3,4247501.0,4247501.000000191,2227.4237541748016,2398.5976521491825,602.6019095602285,48.573192037711465,41.17801862340357
0.1,273.3,4250001.0,4250001.000000171,2227.4268784595106,2398.60049888027,602.6031402751121,48.57327079789262,41.202237898059344
0.1,273.3,4252501.0,4252501.000000052,2227.4300004675656,2398.6033435452273,602.6043700821988,48.573349498589614,41.22645716400347
0.1,273.3,4255001.0,4255001.00000009,2227.433120201959,2398.6061861467615,602.6055989826813,48.573428139882544,41.25067642124528
0.1,273.3,4257501.0,4257501.000000115,2227.436237665688,2398.609026687588,602.6068269777587,48.573506721851075,41.2748956697891
